RedFighter,BlueFighter,RedAge,BlueAge,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,AgeDif,HeightDif,ReachDif,SigStrDif,AvgTDDif
Max Holloway,Charles Oliveira,34,35,180.34,177.80,175.26,187.96,7.16,3.40,0.25,2.24,-1,2.54,-12.70,3.76,-1.99
